0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-0.0465,0.9826,-0.1801
-0.0312,0.9845,-0.1726
-0.0153,0.9862,-0.1649
0.0014,0.9876,-0.1568
0.0190,0.9888,-0.1483
0.0376,0.9896,-0.1391
0.0575,0.9900,-0.1291
0.0790,0.9899,-0.1180
0.1026,0.9891,-0.1052
0.1289,0.9876,-0.0901
0.1589,0.9847,-0.0716
0.1942,0.9798,-0.0481
0.2373,0.9713,-0.0168
0.2922,0.9559,0.0275
0.3656,0.9260,0.0942
0.4649,0.8625,0.1998
0.5829,0.7280,0.3610
0.6642,0.5042,0.5520
0.6597,0.2682,0.7020
0.6020,0.0981,0.7924
0.5332,-0.0052,0.8460
0.4695,-0.0653,0.8805
0.4142,-0.1004,0.9046
0.3670,-0.1213,0.9223
0.3266,-0.1339,0.9356
0.2918,-0.1415,0.9459
0.2617,-0.1461,0.9540
0.2354,-0.1489,0.9604
0.2123,-0.1504,0.9656
0.1918,-0.1511,0.9697
0.1735,-0.1514,0.9731
0.1570,-0.1513,0.9759
0.1422,-0.1510,0.9782
0.1287,-0.1506,0.9802
0.1163,-0.1501,0.9818
0.1049,-0.1495,0.9832
0.0944,-0.1489,0.9843
0.0846,-0.1482,0.9853
0.0754,-0.1476,0.9862
0.0667,-0.1469,0.9869
0.0585,-0.1462,0.9875
0.0507,-0.1454,0.9881
0.0432,-0.1447,0.9885
0.0360,-0.1438,0.9889
0.0290,-0.1430,0.9893
0.0222,-0.1420,0.9896
0.0156,-0.1410,0.9899
0.0091,-0.1398,0.9901
0.0027,-0.1386,0.9903
-0.0036,-0.1372,0.9905
-0.0098,-0.1356,0.9907
-0.0160,-0.1339,0.9909
-0.0221,-0.1319,0.9910
-0.0282,-0.1298,0.9911
-0.0343,-0.1273,0.9913
-0.0404,-0.1247,0.9914
-0.0464,-0.1217,0.9915
-0.0525,-0.1184,0.9916
-0.0585,-0.1148,0.9917
-0.0644,-0.1109,0.9917
-0.0703,-0.1067,0.9918
-0.0762,-0.1021,0.9918
-0.0814,-0.0977,0.9919
-0.0814,-0.0977,0.9919
